"代號","名稱","成交","最高","最低","漲跌價","漲跌幅","更新日期","3個月最高股價(元)","現距3個月高點跌幅","3個月最低股價(元)","現距3個月低點漲幅","半年最高股價(元)","現距半年高點跌幅","半年最低股價(元)","現距半年低點漲幅","1年最高股價(元)","現距1年高點跌幅","1年最低股價(元)","現距1年低點漲幅"
="6756","威鋒電子","192.5","194.5","192.5","-2.5","-1.28","05/02","283.5","-32.1","189.5","+1.58","296","-35","189.5","+1.58","296","-35","189.5","+1.58"
="6757","台灣虎航-創","37.05","37.75","36.05","+1.05","+2.92","05/02","37.75","-1.85","30.85","+20.1","37.75","-1.85","28","+32.3","","","",""
="6768","志強-KY","86.8","87.4","86.4","-0.2","-0.23","05/02","89.9","-3.45","67.6","+28.4","89.9","-3.45","64.1","+35.4","89.9","-3.45","61.2","+41.8"
="6770","力積電","23.6","23.8","22.85","+0.75","+3.28","05/02","27.9","-15.4","21.7","+8.76","31.15","-24.2","21.7","+8.76","33.1","-28.7","21.7","+8.76"
="6776","展碁國際","63","63.6","62.5","-0.1","-0.16","05/02","70.2","-10.3","57","+10.5","70.2","-10.3","52.4","+20.2","70.4","-10.5","51.3","+22.8"
="6781","AES-KY","625","633","620","-5","-0.79","05/02","798","-21.7","553","+13","798","-21.7","553","+13","845","-26","553","+13"
="6782","視陽","251.5","257","251","-2","-0.79","05/02","278","-9.53","222.5","+13","278","-9.53","173.5","+45","303","-17","154","+63.3"
="6789","采鈺","272.5","272.5","266.5","0","0","05/02","341","-20.1","246.5","+10.5","341","-20.1","206","+32.3","341","-20.1","198","+37.6"
="6790","永豐實","55.2","55.6","54","+0.5","+0.91","05/02","56.1","-1.6","42","+31.4","56.1","-1.6","37.7","+46.4","56.1","-1.6","36.9","+49.6"
="6792","詠業","79","79.2","78.4","+0.4","+0.51","05/02","91.3","-13.5","75.5","+4.64","96.5","-18.1","75.5","+4.64","109.5","-27.9","75.5","+4.64"
="6796","晉弘","79.9","80.3","79.3","+0.5","+0.63","05/02","104","-23.2","72.7","+9.9","115","-30.5","72.7","+9.9","152","-47.4","72.7","+9.9"
="6799","來頡","149.5","151","148","0","0","05/02","228","-34.4","141","+6.03","228","-34.4","121.5","+23","228","-34.4","115","+30"
="6805","富世達","777","797","765","-14","-1.77","05/02","938","-17.2","608","+27.8","","","","","","","",""
="6806","森崴能源","133.5","136","133","-1","-0.74","05/02","164.5","-18.8","107","+24.8","164.5","-18.8","101.5","+31.5","164.5","-18.8","90.8","+47"
="6807","峰源-KY","45.05","45.35","44.7","+0.3","+0.67","05/02","47.65","-5.46","34.9","+29.1","47.65","-5.46","32.6","+38.2","47.65","-5.46","24.6","+83.1"
="6830","汎銓","143","145","142.5","0","0","05/02","161","-11.2","136.5","+4.76","161","-11.2","125","+14.4","198","-27.8","125","+14.4"
="6834","天二科技","23.95","24","23.7","+0.25","+1.05","05/02","27.45","-12.8","23.35","+2.57","27.45","-12.8","23.35","+2.57","28.05","-14.6","23.25","+3.01"
="6835","圓裕","51","51.3","50.4","+0.1","+0.2","05/02","58.9","-13.4","43.5","+17.2","58.9","-13.4","38","+34.2","58.9","-13.4","37.75","+35.1"
="6854","錼創科技-KY創","83.3","84","82.5","-0.7","-0.83","05/02","96.2","-13.4","74","+12.6","103","-19.1","74","+12.6","127.5","-34.7","74","+12.6"
="6861","睿生光電","71.2","71.7","70.7","-0.5","-0.7","05/02","86.2","-17.4","66","+7.88","91.7","-22.4","66","+7.88","137.5","-48.2","66","+7.88"
="6863","永道-KY","145.5","146.5","144.5","+0.5","+0.34","05/02","179","-18.7","137","+6.2","179","-18.7","137","+6.2","192.5","-24.4","126","+15.5"
="6869","雲豹能源-創","151","152.5","150","+1","+0.67","05/02","165","-8.48","109","+38.5","165","-8.48","80.9","+86.7","165","-8.48","80","+88.8"
="6873","泓德能源-創","185","190","183","-5","-2.63","05/02","202","-8.42","145","+27.6","202","-8.42","105","+76.2","202","-8.42","99.9","+85.2"
="6901","鑽石投資","40.45","40.75","40.25","-0.15","-0.37","05/02","47.35","-14.6","38.5","+5.06","57.2","-29.3","38.5","+5.06","","","",""
="6902","走著瞧-創","157","157","157","-1","-0.63","05/02","173","-9.25","145","+8.28","220","-28.6","139","+12.9","","","",""
="6906","現觀科","135.5","138","134","-3","-2.17","05/02","209","-35.2","131","+3.44","","","","","","","",""
="6916","華凌","25.55","25.7","25.2","+0.2","+0.79","05/02","29.65","-13.8","24.2","+5.58","","","","","","","",""
="6933","AMAX-KY","351","360.5","350","-7","-1.96","05/02","404","-13.1","214","+64","","","","","","","",""
="6937","天虹","212.5","213.5","211","-1","-0.47","05/02","240","-11.5","197.5","+7.59","","","","","","","",""
="6949","沛爾生醫-創","162.5","164","160","-3.5","-2.11","","","","","","","","","","","","",""
="8011","台通","21.9","22.05","21.55","+0.05","+0.23","05/02","35.55","-38.4","21.4","+2.34","35.55","-38.4","17.25","+27","35.55","-38.4","14.95","+46.5"
="8016","矽創","276","279.5","274.5","-4","-1.43","05/02","323","-14.6","259","+6.56","323","-14.6","259","+6.56","323","-14.6","206","+34"
="8021","尖點","29.55","29.85","29.5","-0.2","-0.67","05/02","31.4","-5.89","27.3","+8.24","31.4","-5.89","26.35","+12.1","35.95","-17.8","26.1","+13.2"
="8028","昇陽半導體","54.7","55.3","54.2","-0.6","-1.08","05/02","56.4","-3.01","49.7","+10.1","56.4","-3.01","49.05","+11.5","65","-15.8","48.65","+12.4"
="8033","雷虎","73","74","72.1","-0.2","-0.27","05/02","84","-13.1","50.5","+44.6","84","-13.1","50.5","+44.6","84","-13.1","50.5","+44.6"
="8039","台虹","51.9","52.4","51.4","+0.4","+0.78","05/02","52.8","-1.7","44.8","+15.8","52.8","-1.7","41.2","+26","52.8","-1.7","40.55","+28"
="8046","南電","182.5","186.5","182","-4.5","-2.41","05/02","233.5","-21.8","171","+6.73","257","-29","171","+6.73","313","-41.7","171","+6.73"
="8070","長華*","44.5","44.8","44.25","-0.2","-0.45","05/02","45.35","-1.87","34.7","+28.2","45.35","-1.87","30.6","+45.4","45.35","-1.87","29.6","+50.3"
="8072","陞泰","26.45","26.6","26.3","0","0","05/02","30.7","-13.8","25.7","+2.92","30.7","-13.8","25.3","+4.55","31.75","-16.7","24.7","+7.09"
="8081","致新","298.5","298.5","288.5","+10","+3.47","05/02","298.5","0","243.5","+22.6","298.5","0","242","+23.3","298.5","0","174.5","+71.1"
="8101","華冠","3.71","3.71","3.71","+0.01","+0.27","05/02","4.34","-14.5","3.69","+0.54","4.59","-19.2","3.69","+0.54","7.24","-48.8","3.69","+0.54"
="8103","瀚荃","42.85","43.55","42.85","-0.65","-1.49","05/02","49.9","-14.1","40.55","+5.67","49.9","-14.1","37.1","+15.5","49.9","-14.1","35.8","+19.7"
="8104","錸寶","32.9","33.25","32.75","-0.35","-1.05","05/02","38.95","-15.5","32.15","+2.33","38.95","-15.5","32.15","+2.33","44.85","-26.6","32.15","+2.33"
="8105","凌巨","13","13.1","12.9","-0.05","-0.38","05/02","15.3","-15","12.5","+4","15.3","-15","12.35","+5.26","17.4","-25.3","11.95","+8.79"
="8110","華東","18.7","18.8","17.65","+0.75","+4.18","05/02","19.45","-3.86","15.05","+24.3","19.45","-3.86","13.9","+34.5","19.45","-3.86","12.5","+49.6"
="8112","至上","93.4","94","87.2","+5.2","+5.9","05/02","94","-0.64","60.2","+55.1","94","-0.64","52.9","+76.6","94","-0.64","42","+122"
"8112A","至上甲特","43","43.05","43","0","0","05/02","43.1","-0.23","42","+2.38","43.1","-0.23","40.75","+5.52","43.1","-0.23","40.45","+6.3"
="8114","振樺電","121.5","122","120","+1","+0.83","05/02","136","-10.7","109.5","+11","136","-10.7","102","+19.1","136","-10.7","99","+22.7"
="8131","福懋科","36.6","36.8","36.4","-0.1","-0.27","05/02","39.2","-6.63","35.35","+3.54","40.2","-8.96","35.35","+3.54","44.55","-17.8","35.35","+3.54"
="8150","南茂","46.4","46.5","45.9","+0.5","+1.09","05/02","52.8","-12.1","41.4","+12.1","52.8","-12.1","37","+25.4","52.8","-12.1","34.55","+34.3"
="8162","微矽電子-創","40","41","40","+0.1","+0.25","","","","","","","","","","","","",""
="8163","達方","63.8","64.2","62.9","+0.5","+0.79","05/02","65","-1.85","50.1","+27.3","65","-1.85","46.6","+36.9","65","-1.85","41.3","+54.5"
="8201","無敵","18.45","18.45","17.5","+0.75","+4.24","05/02","20.75","-11.1","17.2","+7.27","21.5","-14.2","14.5","+27.2","26.3","-29.8","12","+53.7"
="8210","勤誠","283","290","273","-5","-1.74","05/02","303","-6.6","238","+18.9","323","-12.4","196.5","+44","323","-12.4","81.1","+249"
="8213","志超","39.75","40.1","39.6","-0.35","-0.87","05/02","44.75","-11.2","39.2","+1.4","45.3","-12.3","39.2","+1.4","46.8","-15.1","38.2","+4.06"
="8215","明基材","34.6","34.7","34.3","0","0","05/02","37.9","-8.71","32.7","+5.81","37.9","-8.71","32.7","+5.81","46.35","-25.4","32.7","+5.81"
="8222","寶一","44.75","45.3","44.3","+0.25","+0.56","05/02","51.4","-12.9","42.55","+5.17","51.7","-13.4","41.9","+6.8","67.1","-33.3","41.9","+6.8"
="8249","菱光","29.2","29.2","29.1","+0.1","+0.34","05/02","33.25","-12.2","28.2","+3.55","33.25","-12.2","28","+4.29","36.1","-19.1","28","+4.29"
="8261","富鼎","82.4","82.8","81.6","+0.5","+0.61","05/02","91.6","-10","77.8","+5.91","108.5","-24.1","77.8","+5.91","113.5","-27.4","77.8","+5.91"
="8271","宇瞻","66.7","67.6","66.3","-0.9","-1.33","05/02","77.7","-14.2","57.5","+16","77.7","-14.2","55.6","+20","77.7","-14.2","47.3","+41"
="8341","日友","102.5","103","102","+0.5","+0.49","05/02","108.5","-5.53","95.3","+7.56","120.5","-14.9","95.3","+7.56","161.5","-36.5","95.3","+7.56"
="8367","建新國際","47.75","48.2","47.45","+0.2","+0.42","05/02","49","-2.55","42.1","+13.4","49","-2.55","39.1","+22.1","49.6","-3.73","37.7","+26.7"
="8374","羅昇","31.3","31.5","31.05","+0.2","+0.64","05/02","33","-5.15","27.6","+13.4","33","-5.15","27.15","+15.3","35","-10.6","27.15","+15.3"
="8404","百和興業-KY","20.55","20.55","20.15","+0.2","+0.98","05/02","21","-2.14","17.55","+17.1","23.4","-12.2","17.55","+17.1","25.75","-20.2","17.55","+17.1"
="8411","福貞-KY","13.45","13.5","13.45","0","0","05/02","14.6","-7.88","13.25","+1.51","15.4","-12.7","13.25","+1.51","16.25","-17.2","13.25","+1.51"
="8422","可寧衛","193","195","192.5","-0.5","-0.26","05/02","196.5","-1.78","177","+9.04","196.5","-1.78","175","+10.3","217","-11.1","172","+12.2"
="8429","金麗-KY","10.1","10.2","10.05","-0.1","-0.98","05/02","10.95","-7.76","9.5","+6.32","11.3","-10.6","9.5","+6.32","11.5","-12.2","9.5","+6.32"
="8438","昶昕","34.7","35.95","33.9","-0.75","-2.12","05/02","41.75","-16.9","25.25","+37.4","41.75","-16.9","24.9","+39.4","41.75","-16.9","24.1","+44"
="8442","威宏-KY","125","127.5","120","+4","+3.31","05/02","135","-7.41","102","+22.5","135","-7.41","85.9","+45.5","135","-7.41","72.7","+71.9"
="8443","阿瘦","12.2","12.25","12.15","-0.05","-0.41","05/02","12.85","-5.06","11.6","+5.17","12.85","-5.06","11.55","+5.63","12.85","-5.06","11.35","+7.49"
="8454","富邦媒","442","448.5","438.5","0","0","05/02","454.5","-2.75","376","+17.6","544","-18.8","376","+17.6","791","-44.1","376","+17.6"
="8462","柏文","116","118","112","+5","+4.5","05/02","126","-7.94","104.5","+11","128.5","-9.73","104.5","+11","166","-30.1","104.5","+11"
="8463","潤泰材","29.65","30.9","28.65","+0.95","+3.31","05/02","31.6","-6.17","24","+23.5","31.6","-6.17","22.95","+29.2","31.6","-6.17","22.8","+30"
="8464","億豐","369","378.5","369","-12","-3.15","05/02","388","-4.9","337.5","+9.33","388","-4.9","296","+24.7","388","-4.9","275","+34.2"
="8466","美吉吉-KY","57.8","58.8","56.4","+1.3","+2.3","05/02","59.4","-2.69","44.7","+29.3","59.4","-2.69","40.6","+42.4","59.4","-2.69","39","+48.2"
="8467","波力-KY","177.5","192","175.5","-7.5","-4.05","05/02","225.5","-21.3","157","+13.1","225.5","-21.3","82.5","+115","225.5","-21.3","54.8","+224"
="8473","山林水","45.45","45.8","44.1","+1.1","+2.48","05/02","52.5","-13.4","31.55","+44.1","52.5","-13.4","26.9","+69","52.5","-13.4","26.7","+70.2"
="8476","台境","57","57.4","55.3","+0.2","+0.35","05/02","67","-14.9","51.2","+11.3","67","-14.9","49.95","+14.1","78.2","-27.1","49.95","+14.1"
="8478","東哥遊艇","388.5","392","386","-2.5","-0.64","05/02","458","-15.2","334","+16.3","458","-15.2","331","+17.4","668","-41.8","331","+17.4"
="8481","政伸","51.8","51.8","51.7","+0.7","+1.37","05/02","54.8","-5.47","50","+3.6","54.8","-5.47","50","+3.6","60","-13.7","50","+3.6"
="8482","商億-KY","60.8","61.4","60.8","-0.5","-0.82","05/02","68.7","-11.5","60","+1.33","70","-13.1","60","+1.33","77.8","-21.9","60","+1.33"
="8487","愛爾達-創","80.5","80.5","79.9","+0.6","+0.75","","","","","","","","","","","","",""
="8488","吉源-KY","16.1","16.1","15.95","0","0","05/02","17.5","-8","15.6","+3.21","18.8","-14.4","15.5","+3.87","20.85","-22.8","15.35","+4.89"
="8499","鼎炫-KY","114","114","114","0","0","05/02","127.5","-10.6","111","+2.7","131.5","-13.3","111","+2.7","131.5","-13.3","96.6","+18"
="8926","台汽電","47.3","47.6","46.95","-0.25","-0.53","05/02","50.4","-6.15","39.55","+19.6","50.4","-6.15","38.65","+22.4","59","-19.8","38.65","+22.4"
="8940","新天地","32.55","32.9","31.45","+1.4","+4.49","05/02","32.9","-1.06","24.6","+32.3","33.45","-2.69","24.6","+32.3","38.8","-16.1","22.05","+47.6"
="8996","高力","423","438","419","-10","-2.31","05/02","438","-3.42","243","+74.1","438","-3.42","209","+102","447","-5.37","194.5","+117"
="9103","美德醫療-DR","6.69","6.8","6.56","+0.04","+0.6","05/02","8.6","-22.2","6.26","+6.87","10","-33.1","5.63","+18.8","10","-33.1","5.63","+18.8"
="910322","康師傅-DR","18.2","18.2","17.8","+0.2","+1.11","05/02","18.9","-3.7","15.25","+19.3","21.8","-16.5","14.7","+23.8","27.4","-33.6","14.7","+23.8"
="9105","泰金寶-DR","3.54","3.6","3.54","-0.07","-1.94","05/02","4.26","-16.9","3.44","+2.91","4.26","-16.9","2.7","+31.1","4.34","-18.4","2.66","+33.1"
="910861","神州-DR","6.39","6.44","5.83","+0.53","+9.04","05/02","6.92","-7.66","4.1","+55.9","6.92","-7.66","4.1","+55.9","6.92","-7.66","4.1","+55.9"
="9110","越南控-DR","7.4","7.48","7.4","0","0","05/02","8.7","-14.9","7.1","+4.23","8.7","-14.9","6.93","+6.78","9.44","-21.6","5.01","+47.7"
="911608","明輝-DR","3.62","3.65","3.46","+0.14","+4.02","05/02","4.2","-13.8","2.75","+31.6","4.2","-13.8","2.68","+35.1","4.2","-13.8","2.68","+35.1"
="911622","泰聚亨-DR","5.1","5.1","5.04","0","0","05/02","5.25","-2.86","4.96","+2.82","5.6","-8.93","4.96","+2.82","5.62","-9.25","4.7","+8.51"
="911868","同方友友-DR","1.19","1.21","1.18","-0.02","-1.65","05/02","1.38","-13.8","1.13","+5.31","1.38","-13.8","1.1","+8.18","1.38","-13.8","1.1","+8.18"
="912000","晨訊科-DR","2.61","2.64","2.52","+0.07","+2.76","05/02","4.25","-38.6","2.13","+22.5","4.25","-38.6","2.13","+22.5","4.25","-38.6","1.97","+32.5"
="9136","巨騰-DR","6.29","6.34","6.29","-0.03","-0.47","05/02","6.69","-5.98","5.94","+5.89","6.72","-6.4","5.94","+5.89","6.75","-6.81","5.94","+5.89"
="9802","鈺齊-KY","121","122","119.5","+0.5","+0.41","05/02","128","-5.47","106.5","+13.6","151.5","-20.1","106.5","+13.6","151.5","-20.1","106.5","+13.6"
="9902","台火","16.7","16.8","16.25","+0.15","+0.91","05/02","18.65","-10.5","12.85","+30","18.65","-10.5","12.1","+38","18.65","-10.5","11.5","+45.2"
="9904","寶成","36.1","36.35","35.9","-0.05","-0.14","05/02","36.6","-1.37","29.95","+20.5","36.6","-1.37","29","+24.5","36.6","-1.37","28.5","+26.7"
="9905","大華","24.05","24.1","24","+0.05","+0.21","05/02","24.1","-0.21","23.65","+1.69","24.25","-0.82","23.55","+2.12","26.25","-8.38","23.55","+2.12"
="9906","欣巴巴","94.9","96.7","93.5","+1.4","+1.5","05/02","96.7","-1.86","62.8","+51.1","96.7","-1.86","50.3","+88.7","96.7","-1.86","47.2","+101"
="9907","統一實","14.95","14.95","14.8","0","0","05/02","16","-6.56","13.9","+7.55","16.4","-8.84","13.9","+7.55","20.75","-28","13.9","+7.55"
="9908","大台北","32.45","32.45","32.35","0","0","05/02","32.9","-1.37","32.2","+0.78","33.15","-2.11","32.1","+1.09","33.75","-3.85","31.7","+2.37"
="9910","豐泰","160.5","163","160.5","-1.5","-0.93","05/02","170.5","-5.87","152","+5.59","191.5","-16.2","152","+5.59","219.5","-26.9","152","+5.59"
="9911","櫻花","90.1","90.4","88.8","+0.2","+0.22","05/02","90.4","-0.33","69.7","+29.3","90.4","-0.33","63.6","+41.7","90.4","-0.33","62","+45.3"
="9912","偉聯","12.5","12.5","11.95","+0.6","+5.04","05/02","14.1","-11.3","11.15","+12.1","14.1","-11.3","9.85","+26.9","14.1","-11.3","9.61","+30.1"
="9914","美利達","231.5","234.5","225","-3.5","-1.49","05/02","247","-6.28","171.5","+35","247","-6.28","155","+49.4","247","-6.28","155","+49.4"
="9917","中保科","128","129","127.5","-0.5","-0.39","05/02","130","-1.54","116","+10.3","130","-1.54","114","+12.3","130","-1.54","102.5","+24.9"
="9918","欣天然","41.6","41.8","41.45","+0.05","+0.12","05/02","41.8","-0.48","39.9","+4.26","41.8","-0.48","39.55","+5.18","44","-5.45","39.55","+5.18"
="9919","康那香","21.9","22.05","21.75","+0.1","+0.46","05/02","26.6","-17.7","20.15","+8.68","34.5","-36.5","18","+21.7","34.5","-36.5","16.6","+31.9"
="9921","巨大","216","220.5","215","-2.5","-1.14","05/02","237.5","-9.05","178.5","+21","237.5","-9.05","160.5","+34.6","247","-12.6","160","+35"
="9924","福興","55.1","55.4","54.3","+1.3","+2.42","05/02","55.9","-1.43","48.75","+13","55.9","-1.43","43.35","+27.1","55.9","-1.43","41.5","+32.8"
="9925","新保","41.45","41.45","41.35","+0.05","+0.12","05/02","41.55","-0.24","40.05","+3.5","41.55","-0.24","40.05","+3.5","44.8","-7.48","40","+3.63"
="9926","新海","54.8","54.9","53.7","-0.5","-0.9","05/02","56","-2.14","53.7","+2.05","56","-2.14","52.8","+3.79","57.8","-5.19","52","+5.38"
="9927","泰銘","75.2","75.9","74.8","+0.3","+0.4","05/02","79.9","-5.88","64.7","+16.2","79.9","-5.88","56.1","+34","79.9","-5.88","43.75","+71.9"
="9928","中視","17.1","17.15","16.95","-0.05","-0.29","05/02","21.1","-19","16.85","+1.48","30.9","-44.7","16.85","+1.48","36.3","-52.9","16.8","+1.79"
="9929","秋雨","15.5","15.5","15.5","-0.05","-0.32","05/02","17.5","-11.4","14.25","+8.77","19.5","-20.5","14.25","+8.77","19.5","-20.5","8.84","+75.3"
="9930","中聯資源","65.8","65.8","64.3","+0.6","+0.92","05/02","68.9","-4.5","55.7","+18.1","68.9","-4.5","55.4","+18.8","68.9","-4.5","50.6","+30"
="9931","欣高","37.45","37.55","37.3","+0.15","+0.4","05/02","41.7","-10.2","36.35","+3.03","41.7","-10.2","36.35","+3.03","43.45","-13.8","36.35","+3.03"
="9933","中鼎","52.3","52.8","51.5","+0.6","+1.16","05/02","52.8","-0.95","41.75","+25.3","52.8","-0.95","40.2","+30.1","52.8","-0.95","38.6","+35.5"
="9934","成霖","18.85","18.95","18.3","+0.4","+2.17","05/02","18.95","-0.53","14.95","+26.1","18.95","-0.53","13.85","+36.1","18.95","-0.53","13","+45"
="9935","慶豐富","25.8","25.85","24.8","+0.8","+3.2","05/02","25.85","-0.19","20.25","+27.4","25.85","-0.19","16.95","+52.2","25.85","-0.19","16.9","+52.7"
="9937","全國","67.6","68","67.1","+0.2","+0.3","05/02","69.2","-2.31","62.9","+7.47","71","-4.79","62.9","+7.47","85","-20.5","55.1","+22.7"
="9938","百和","63.6","64.4","63","0","0","05/02","65.9","-3.49","52.9","+20.2","65.9","-3.49","52.1","+22.1","65.9","-3.49","46","+38.3"
="9939","宏全","162.5","163","159","+3.5","+2.2","05/02","163","-0.31","134.5","+20.8","163","-0.31","101","+60.9","163","-0.31","94.2","+72.5"
="9940","信義","33.6","34.1","33.15","+0.45","+1.36","05/02","34.25","-1.9","28.95","+16.1","34.25","-1.9","28.4","+18.3","34.25","-1.9","28","+20"
="9941","裕融","148.5","149.5","147.5","+0.5","+0.34","05/02","176.5","-15.9","141.5","+4.95","192","-22.7","141.5","+4.95","220","-32.5","141.5","+4.95"
"9941A","裕融甲特","50.9","50.9","50.8","+0.1","+0.2","05/02","50.9","0","49.95","+1.9","50.9","0","48.3","+5.38","50.9","0","47.3","+7.61"
="9942","茂順","130","130.5","129.5","+0.5","+0.39","05/02","141.5","-8.13","125","+4","142","-8.45","125","+4","163","-20.2","125","+4"
="9943","好樂迪","89.8","89.8","88.5","+0.1","+0.11","05/02","93.4","-3.85","84","+6.9","94.8","-5.27","84","+6.9","113","-20.5","67.6","+32.8"
="9944","新麗","20.95","21.05","20.9","0","0","05/02","21.9","-4.34","19.9","+5.28","21.9","-4.34","19.3","+8.55","24.4","-14.1","19.05","+9.97"
="9945","潤泰新","42.25","42.25","39","+3.8","+9.88","05/02","42.25","0","33.65","+25.6","42.25","0","33.5","+26.1","42.25","0","32.35","+30.6"
="9946","三發地產","38.1","39.2","37","+1","+2.7","05/02","39.2","-2.81","21.15","+80.1","39.2","-2.81","17.8","+114","39.2","-2.81","13.3","+186"
="9955","佳龍","32.65","33.5","32.65","+0.1","+0.31","05/02","42.1","-22.4","22.9","+42.6","42.1","-22.4","22.9","+42.6","42.1","-22.4","20.8","+57"
="9958","世紀鋼","230","234.5","224.5","+6.5","+2.91","05/02","268","-14.2","189.5","+21.4","268","-14.2","136","+69.1","268","-14.2","97.3","+136"
